time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1682	-6.9571	4.66897	2.39742	-0.490475	radar	2.31111	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3431	-6.70151	4.79507	2.34883	-0.508948	lidar	4.58732	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5065	-6.53764	4.71708	2.32139	-0.512789	radar	3.75625	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6004	-6.40287	4.56843	2.29561	-0.512222	lidar	4.96847	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7376	-6.22705	4.53756	2.2662	-0.515691	radar	0.516223	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9309	-5.99981	4.68249	2.23678	-0.519021	lidar	3.00976	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0599	-5.80307	4.67202	2.20537	-0.523435	radar	2.15602	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.194	-5.62216	4.65587	2.18091	-0.522107	lidar	0.029274	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3442	-5.42922	4.71599	2.16107	-0.51586	radar	0.872086	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4947	-5.18855	4.81362	2.13042	-0.519863	lidar	0.8301	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6212	-5.00414	4.82662	2.11313	-0.510586	radar	6.1395	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7307	-4.82961	4.75484	2.09176	-0.507213	lidar	0.400887	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8518	-4.61832	4.7877	2.06867	-0.504368	radar	0.319672	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9674	-4.36392	4.86711	2.0364	-0.509893	lidar	0.613963	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0799	-4.15028	4.79769	2.00644	-0.517955	radar	10.834	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1791	-3.85414	4.93949	1.96747	-0.528148	lidar	2.15357	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.256	-3.62819	4.8585	1.93089	-0.540725	radar	4.16437	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2917	-3.36322	4.88334	1.88727	-0.552928	lidar	5.24773	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3425	-3.12724	4.83561	1.8489	-0.564562	radar	1.56805	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3712	-2.8962	4.80233	1.81266	-0.570285	lidar	2.0387	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4248	-2.67272	4.77502	1.78418	-0.571098	radar	1.20786	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4939	-2.53167	4.6016	1.77194	-0.558751	lidar	4.37335	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5449	-2.29769	4.62928	1.74646	-0.556065	radar	0.684226	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5925	-2.10185	4.56803	1.72454	-0.551643	lidar	0.626529	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6203	-1.86856	4.58851	1.69744	-0.549568	radar	1.96216	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6222	-1.60766	4.64569	1.66094	-0.556261	lidar	1.59841	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6223	-1.38625	4.60833	1.62533	-0.56494	radar	1.99283	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6272	-1.15204	4.61521	1.59563	-0.566003	lidar	0.0443833	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.652	-0.931606	4.60081	1.57399	-0.561165	radar	4.73222	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6628	-0.664702	4.68485	1.54802	-0.559729	lidar	0.604643	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.653	-0.420695	4.70921	1.51548	-0.566279	radar	2.48074	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6118	-0.102662	4.88632	1.47821	-0.572888	lidar	3.04309	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5913	0.142549	4.89728	1.44888	-0.57529	radar	2.77902	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5668	0.450779	5.04115	1.42226	-0.573729	lidar	1.20803	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5482	0.692156	5.01557	1.4025	-0.564837	radar	1.50423	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5347	0.979136	5.10153	1.3837	-0.557959	lidar	2.40302	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4909	1.24465	5.11096	1.3641	-0.54662	radar	7.49017	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4306	1.46981	5.05936	1.33478	-0.548095	lidar	0.204031	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3897	1.67769	4.9536	1.31545	-0.538995	radar	9.14272	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3312	1.87389	4.86013	1.28844	-0.539151	lidar	0.486898	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2652	2.10169	4.84571	1.26293	-0.537733	radar	0.185462	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2009	2.28061	4.7328	1.23611	-0.537877	lidar	0.759335	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1365	2.49345	4.66924	1.21689	-0.528516	radar	1.58625	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.052	2.74311	4.73633	1.19273	-0.526747	lidar	0.277877	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9631	2.96714	4.7735	1.16445	-0.530741	radar	2.13618	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8542	3.26406	4.94319	1.14216	-0.527228	lidar	1.65663	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7713	3.49006	4.92289	1.12304	-0.52096	radar	2.42624	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6652	3.68553	4.87011	1.09516	-0.522448	lidar	0.16935	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.552	3.88823	4.83989	1.06826	-0.522722	radar	1.03916	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4849	4.05453	4.71349	1.04976	-0.517694	lidar	3.95938	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3653	4.24897	4.6907	1.02327	-0.517779	radar	0.511971	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2035	4.48253	4.78905	0.993006	-0.520515	lidar	1.9368	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0552	4.66927	4.73045	0.964706	-0.519134	radar	8.98382	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9355	4.86389	4.7182	0.943185	-0.51599	lidar	0.551099	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7827	5.0495	4.70761	0.914896	-0.516881	radar	2.2154	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6102	5.27739	4.81257	0.88993	-0.515674	lidar	1.02411	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4415	5.46301	4.86943	0.858778	-0.521632	radar	0.64297	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2554	5.64317	4.89246	0.826829	-0.525747	lidar	1.06653	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0918	5.80814	4.89754	0.797631	-0.529584	radar	3.21846	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.92	5.9701	4.87748	0.769353	-0.531022	lidar	0.0444154	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7764	6.13047	4.69433	0.753745	-0.517664	radar	4.67129	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6105	6.28719	4.68294	0.728949	-0.516959	lidar	0.0714547	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4652	6.43765	4.57586	0.710853	-0.509151	radar	2.04048	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.228	6.67993	4.7996	0.693905	-0.50127	lidar	4.95554	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.039	6.81011	4.72639	0.665383	-0.502187	radar	5.45193	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8194	6.99329	4.82669	0.643364	-0.49916	lidar	1.15305	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6112	7.12951	4.84758	0.614198	-0.50256	radar	1.20326	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4254	7.27473	4.83924	0.593331	-0.499534	lidar	0.444288	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1949	7.41882	4.98576	0.56349	-0.505772	radar	2.02394	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0111	7.57717	4.98061	0.54957	-0.497546	lidar	2.49035	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.831	7.72438	4.8465	0.538192	-0.484191	radar	6.63569	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6206	7.87017	4.8776	0.519881	-0.479642	lidar	0.321767	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4378	7.98589	4.7764	0.501027	-0.474645	radar	2.05049	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2177	8.03531	4.71734	0.459769	-0.487866	lidar	3.2346	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0362	8.15175	4.53584	0.446889	-0.475566	radar	6.97004	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8547	8.30289	4.55807	0.440937	-0.462442	lidar	4.3534	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6155	8.41533	4.67882	0.417327	-0.463608	radar	4.34829	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3552	8.56578	4.80943	0.404561	-0.454905	lidar	2.22502	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1711	8.66217	4.6232	0.390648	-0.445301	radar	2.96551	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9689	8.77168	4.62578	0.376342	-0.439501	lidar	0.954742	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7872	8.85354	4.45596	0.360441	-0.432599	radar	2.17657	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5587	8.94469	4.50078	0.341063	-0.430574	lidar	0.332756	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3264	9.03851	4.55708	0.323492	-0.427395	radar	5.04388	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.024	9.15534	4.73822	0.307767	-0.421725	lidar	6.75157	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8194	9.22265	4.67885	0.28846	-0.420227	radar	1.66839	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5512	9.34141	4.79384	0.279864	-0.410202	lidar	1.98785	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2863	9.3872	4.93103	0.249135	-0.419613	radar	4.06276	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9774	9.52985	5.11003	0.248043	-0.403574	lidar	4.89394	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7434	9.60294	4.96935	0.235788	-0.394621	radar	4.00058	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4569	9.72228	5.08936	0.232076	-0.381913	lidar	2.36418	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2171	9.79018	5.05489	0.217631	-0.37785	radar	0.865413	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9345	9.92061	5.16733	0.219852	-0.361523	lidar	3.18827	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6882	9.98025	5.12351	0.20468	-0.358485	radar	0.278038	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4344	10.092	5.16673	0.204745	-0.345049	lidar	2.97383	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1849	10.1545	5.15281	0.191593	-0.341655	radar	0.825043	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9479	10.1924	5.11877	0.172533	-0.343372	lidar	0.197914	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7119	10.2435	5.03336	0.160187	-0.338486	radar	0.751871	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4913	10.253	4.96774	0.135918	-0.344366	lidar	0.626119	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.188	10.2916	5.17879	0.116645	-0.347475	radar	7.54643	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9217	10.3545	5.21172	0.109142	-0.339993	lidar	0.801713	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6937	10.3721	4.99965	0.0939654	-0.335356	radar	6.38924	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4486	10.357	4.97661	0.0667053	-0.343224	lidar	1.09247	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1936	10.3757	4.97394	0.0510162	-0.341657	radar	0.603294	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8795	10.5182	5.14032	0.0714787	-0.312645	lidar	10.7717	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6445	10.5541	4.97635	0.0648864	-0.302881	radar	3.03709	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3886	10.5675	4.98974	0.0494234	-0.303003	lidar	0.0712858	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1349	10.5851	4.99313	0.0365186	-0.301076	radar	0.374806	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8743	10.6773	5.03979	0.0460987	-0.282513	lidar	6.44759	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6256	10.7107	4.97681	0.0404706	-0.274547	radar	2.4668	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3829	10.6963	4.95922	0.0200587	-0.279627	lidar	0.429299	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.145	10.714	4.86675	0.0121418	-0.27332	radar	1.27673	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8897	10.7824	4.9064	0.0180835	-0.258499	lidar	4.12669	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6251	10.7936	4.91351	0.00872006	-0.254756	radar	3.12081	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3872	10.8193	4.90535	0.00314403	-0.249515	lidar	1.0158	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1072	10.7843	5.16813	-0.0244537	-0.265647	radar	7.24734	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7981	10.7733	5.26287	-0.0375605	-0.264804	lidar	2.55659	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5465	10.7685	5.21309	-0.048229	-0.262232	radar	0.335037	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3085	10.7703	5.1744	-0.0573582	-0.259571	lidar	1.15902	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.085	10.7974	4.91751	-0.0532989	-0.242106	radar	7.5651	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.8183	10.846	4.96748	-0.0465217	-0.227713	lidar	3.65666	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.60248	10.8208	4.87281	-0.0616683	-0.230115	radar	3.35283	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.33261	10.8519	4.93008	-0.0585454	-0.218856	lidar	1.93277	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.10149	10.8255	4.85073	-0.0716283	-0.21927	radar	2.22295	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.82664	10.8607	4.91999	-0.0657973	-0.206348	lidar	2.57928	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.59872	10.817	4.85472	-0.0835003	-0.211234	radar	5.39447	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.43032	10.7548	4.70968	-0.109001	-0.223298	lidar	2.8216	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.19689	10.7522	4.64431	-0.111299	-0.215003	radar	2.13326	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.83953	10.7997	4.89102	-0.0943607	-0.192772	lidar	8.80279	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.59611	10.7883	4.79692	-0.0969789	-0.184589	radar	2.94943	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.30384	10.784	4.90212	-0.0976805	-0.177572	lidar	1.38996	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.09912	10.7951	4.68338	-0.0927619	-0.163124	radar	5.65259	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
